Rider ID,Age 0ya,UCI Team 0ya,Price 0ya,Score 0ya,Observation Year,Rider Name,Country,Age 1ya,UCI Team 1ya,Price 1ya,Score 1ya,Age 2ya,UCI Team 2ya,Price 2ya,Score 2ya,Age 3ya,UCI Team 3ya,Price 3ya,Score 3ya,Age 4ya,UCI Team 4ya,Price 4ya,Score 4ya,Age 5ya,UCI Team 5ya,Price 5ya,Score 5ya,Age 6ya,UCI Team 6ya,Price 6ya,Score 6ya,Age 7ya,UCI Team 7ya,Price 7ya,Score 7ya,Age 8ya,UCI Team 8ya,Price 8ya,Score 8ya
1629,23.0,FUT,1.0,0.0,2015,Lucie Pader,FRA,22.0,FUT,1.0,60.0,21.0,BCF,1.0,10.0,20.0,GSD,1.0,40.0,,,,,,,,,,,,,,,,,,,,
1494,22.0,RBW,2.0,357.0,2015,Anouska Koster,NED,21.0,FTZ,1.0,125.0,20.0,TPO,1.0,0.0,19.0,DLT,1.0,40.0,,,,,,,,,,,,,,,,,,,,
2275,26.0,BTC,1.0,65.0,2015,Olena Pavlukhina,AZE,25.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,23.0,XYZ,1.0,40.0,,,,,,,,,,,,,,,,,,,,
1584,26.0,XYZ,1.0,5.0,2015,Fiona Dutriaux,FRA,25.0,FUT,1.0,15.0,24.0,FUT,1.0,0.0,23.0,FUT,1.0,35.0,,,,,,,,,,,,,,,,,,,,
1745,38.0,XYZ,1.0,0.0,2015,Veronica Leal Balderas,MEX,37.0,XYZ,1.0,100.0,36.0,XYZ,1.0,0.0,35.0,MIC,1.0,35.0,,,,,,,,,,,,,,,,,,,,
1503,22.0,PHV,1.0,0.0,2015,Pauliena Rooijakkers,NED,21.0,XYZ,1.0,18.0,20.0,DLT,1.0,0.0,19.0,DLT,1.0,35.0,,,,,,,,,,,,,,,,,,,,
1423,26.0,XYZ,1.0,0.0,2015,Jessica Kihlbom,SWE,25.0,FFT,1.0,0.0,24.0,AGG,1.0,0.0,23.0,AGG,1.0,33.0,,,,,,,,,,,,,,,,,,,,
1539,27.0,XYZ,1.0,0.0,2015,Jaquelyn Crowell,USA,26.0,UHC,1.0,0.0,25.0,EXG,1.0,0.0,24.0,EXG,2.0,30.0,,,,,,,,,,,,,,,,,,,,
1651,26.0,XYZ,1.0,0.0,2015,Anne Arnouts,BEL,25.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,23.0,KLT,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1516,41.0,PHV,1.0,278.0,2015,Nathalie van Gogh,NED,40.0,PHV,1.0,33.0,39.0,DUR,1.0,0.0,38.0,DPD,1.0,30.0,,,,,,,,,,,,,,,,,,,,
2019,31.0,XYZ,1.0,0.0,2015,Marie-Laure Cloarec,FRA,30.0,XYZ,1.0,0.0,29.0,XYZ,1.0,0.0,28.0,XYZ,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1505,23.0,HPU,4.0,0.0,2015,Julie Leth,DEN,22.0,HPU,1.0,250.0,21.0,BCC,1.0,64.0,20.0,DPD,1.0,30.0,,,,,,,,,,,,,,,,,,,,
2306,23.0,HPU,1.0,335.0,2015,Miriam Bjornsrud,NOR,22.0,HPU,1.0,50.0,21.0,HPU,1.0,0.0,20.0,XYZ,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1523,37.0,XYZ,1.0,0.0,2015,Giulia Donato,ITA,36.0,XYZ,1.0,0.0,35.0,BPK,1.0,0.0,34.0,DPZ,1.0,30.0,,,,,,,,,,,,,,,,,,,,
2159,27.0,XYZ,1.0,0.0,2015,Anna Evseeva,RUS,26.0,XYZ,1.0,15.0,25.0,XYZ,1.0,15.0,24.0,XYZ,1.0,30.0,,,,,,,,,,,,,,,,,,,,
2342,40.0,XYZ,1.0,0.0,2015,Manuela Hartl,GER,39.0,XYZ,1.0,0.0,38.0,XYZ,1.0,0.0,37.0,XYZ,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1647,36.0,HPU,1.0,0.0,2015,Tone Hatteland Lima,NOR,35.0,HPU,1.0,0.0,34.0,HPU,1.0,0.0,33.0,HPU,1.0,30.0,,,,,,,,,,,,,,,,,,,,
2292,46.0,XYZ,1.0,0.0,2015,Debbie Milne,USA,45.0,XYZ,1.0,0.0,44.0,XYZ,1.0,0.0,43.0,XYZ,1.0,30.0,,,,,,,,,,,,,,,,,,,,
2285,21.0,XYZ,1.0,0.0,2015,Eva Mottet,FRA,20.0,XYZ,1.0,0.0,19.0,XYZ,1.0,0.0,18.0,XYZ,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1693,32.0,LTK,1.0,275.0,2015,Fanny Riberot,FRA,31.0,LKT,1.0,60.0,30.0,LKT,1.0,80.0,29.0,LKT,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1507,26.0,WHT,1.0,0.0,2015,Eileen Roe,GBR,25.0,XYZ,1.0,0.0,24.0,XYZ,1.0,30.0,23.0,DPD,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1908,26.0,BCT,4.0,180.0,2015,Doris Schweizer,SUI,25.0,BPK,1.0,275.0,24.0,BPK,1.0,108.0,23.0,TOG,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1594,26.0,XYZ,1.0,0.0,2015,Chiara Vanni,ITA,25.0,XYZ,1.0,0.0,24.0,XYZ,1.0,0.0,23.0,GCV,1.0,30.0,,,,,,,,,,,,,,,,,,,,
1422,23.0,XYZ,1.0,10.0,2015,Hanna Nilsson,SWE,22.0,WET,1.0,0.0,21.0,AGG,1.0,0.0,20.0,AGG,1.0,28.0,,,,,,,,,,,,,,,,,,,,
1577,27.0,XYZ,1.0,0.0,2015,Julie Beveridge,CAN,26.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,24.0,FUT,2.0,25.0,,,,,,,,,,,,,,,,,,,,
1504,24.0,XYZ,1.0,0.0,2015,Winanda Spoor,NED,23.0,XYZ,1.0,40.0,22.0,XYZ,1.0,0.0,21.0,DLT,2.0,25.0,,,,,,,,,,,,,,,,,,,,
1496,29.0,PHV,4.0,340.0,2015,Janneke Ensing,NED,28.0,DLT,1.0,245.0,27.0,XYZ,1.0,0.0,26.0,DLT,2.0,25.0,,,,,,,,,,,,,,,,,,,,
1790,28.0,OPW,2.0,160.0,2015,Lex Albrecht,CAN,27.0,EXG,1.0,150.0,26.0,NOW,1.0,25.0,25.0,OPK,1.0,25.0,,,,,,,,,,,,,,,,,,,,
2183,31.0,XYZ,1.0,0.0,2015,Nina Ovcharenko,UKR,30.0,XYZ,1.0,0.0,29.0,XYZ,1.0,0.0,28.0,XYZ,1.0,25.0,,,,,,,,,,,,,,,,,,,,
2250,31.0,XYZ,1.0,0.0,2015,Amy Bradley,AUS,30.0,BCC,1.0,0.0,29.0,BCC,1.0,0.0,28.0,XYZ,1.0,25.0,,,,,,,,,,,,,,,,,,,,
2288,26.0,XYZ,1.0,0.0,2015,Gillian Carleton,CAN,25.0,VDK,1.0,0.0,24.0,SLU,2.0,40.0,23.0,XYZ,1.0,25.0,,,,,,,,,,,,,,,,,,,,
2307,27.0,XYZ,1.0,0.0,2015,Kelly Gambier,FRA,26.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,24.0,XYZ,1.0,25.0,,,,,,,,,,,,,,,,,,,,
2304,22.0,VEL,4.0,340.0,2015,Mieke Kröger,GER,21.0,FTZ,1.0,350.0,20.0,TPO,1.0,15.0,19.0,VIT,1.0,25.0,,,,,,,,,,,,,,,,,,,,
2303,24.0,PHV,1.0,18.0,2015,Rozanne Slik,NED,23.0,PHV,1.0,38.0,22.0,PHV,1.0,0.0,21.0,XYZ,1.0,25.0,,,,,,,,,,,,,,,,,,,,
1656,27.0,XYZ,1.0,0.0,2015,Nathalie Lamborelle,LUX,26.0,XYZ,1.0,0.0,25.0,BCT,1.0,10.0,24.0,KLT,2.0,20.0,,,,,,,,,,,,,,,,,,,,
1682,33.0,XYZ,1.0,0.0,2015,Robyn De Groot,RSA,32.0,XYZ,1.0,0.0,31.0,XYZ,1.0,0.0,30.0,LBL,1.0,20.0,,,,,,,,,,,,,,,,,,,,
2067,36.0,XYZ,1.0,0.0,2015,Martina Corazza,ITA,35.0,XYZ,1.0,0.0,34.0,XYZ,1.0,0.0,33.0,KLT,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1852,22.0,LWZ,1.0,70.0,2015,Celine Van Severen,BEL,21.0,LBL,1.0,0.0,20.0,LBL,1.0,10.0,19.0,SLT,1.0,20.0,,,,,,,,,,,,,,,,,,,,
2044,34.0,XYZ,1.0,0.0,2015,Esther Fennel,GER,33.0,XYZ,2.0,80.0,32.0,XYZ,1.0,165.0,31.0,XYZ,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1664,24.0,FCT,2.0,0.0,2015,Jacqueline Hahn,AUT,23.0,BCT,1.0,180.0,22.0,XYZ,1.0,0.0,21.0,KSK,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1668,28.0,VLL,6.0,495.0,2015,Ann Sophie Duyck,BEL,27.0,WET,1.0,427.0,26.0,LBL,1.0,12.0,25.0,LBL,1.0,20.0,,,,,,,,,,,,,,,,,,,,
2312,36.0,XYZ,1.0,0.0,2015,Clemilda Fernandes Silva,BRA,35.0,BPD,1.0,0.0,34.0,XYZ,1.0,0.0,33.0,XYZ,1.0,20.0,,,,,,,,,,,,,,,,,,,,
2327,35.0,XYZ,1.0,0.0,2015,Mette Fugl Rasmussen,DEN,34.0,XYZ,1.0,0.0,33.0,XYZ,1.0,0.0,32.0,XYZ,1.0,20.0,,,,,,,,,,,,,,,,,,,,
2287,24.0,XYZ,1.0,0.0,2015,Jasmin Hurikino,AUS,23.0,XYZ,1.0,0.0,22.0,XYZ,1.0,0.0,21.0,VDK,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1525,27.0,XYZ,1.0,0.0,2015,Edita Janeliunaite,LTU,26.0,FDA,1.0,0.0,25.0,PZC,1.0,20.0,24.0,DPZ,1.0,20.0,,,,,,,,,,,,,,,,,,,,
2329,22.0,XYZ,1.0,0.0,2015,Fie Larsen,DEN,21.0,XYZ,1.0,0.0,20.0,XYZ,1.0,0.0,19.0,BWL,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1483,22.0,ALE,1.0,0.0,2015,Dalia Muccioli,ITA,21.0,BPK,2.0,40.0,20.0,BPK,2.0,114.0,19.0,BPK,1.0,20.0,,,,,,,,,,,,,,,,,,,,
2330,22.0,XYZ,1.0,0.0,2015,Nina Nielsen,DEN,21.0,TRY,1.0,0.0,20.0,XYZ,1.0,0.0,19.0,BWL,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1918,24.0,XYZ,1.0,0.0,2015,Aleksandra Sosenko,UKR,23.0,XYZ,1.0,0.0,22.0,VAI,1.0,0.0,21.0,VAI,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1652,26.0,LWZ,1.0,30.0,2015,Annelies Van Doorslaer,BEL,25.0,FTZ,1.0,0.0,24.0,CZT,1.0,25.0,23.0,KLT,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1427,38.0,XYZ,1.0,0.0,2015,Malin Rydlund,SWE,37.0,XYZ,1.0,0.0,36.0,XYZ,1.0,90.0,35.0,AGG,1.0,18.0,,,,,,,,,,,,,,,,,,,,
1421,28.0,XYZ,1.0,0.0,2015,Beata Sandström,SWE,27.0,XYZ,1.0,0.0,26.0,XYZ,1.0,0.0,25.0,AGG,1.0,18.0,,,,,,,,,,,,,,,,,,,,
1864,24.0,XYZ,1.0,0.0,2015,Birgit Lavrijssen,NED,23.0,XYZ,1.0,0.0,22.0,SLT,1.0,0.0,21.0,SLT,1.0,16.0,,,,,,,,,,,,,,,,,,,,
2332,36.0,XYZ,1.0,0.0,2015,Tine Andreassen,NOR,35.0,XYZ,1.0,0.0,34.0,XYZ,1.0,112.0,33.0,XYZ,1.0,16.0,,,,,,,,,,,,,,,,,,,,
1858,27.0,XYZ,1.0,0.0,2015,Kimberly Buyl,BEL,26.0,XYZ,1.0,0.0,25.0,SLT,1.0,0.0,24.0,SLT,1.0,16.0,,,,,,,,,,,,,,,,,,,,
1865,23.0,XYZ,1.0,0.0,2015,Claudia Koster,NED,22.0,XYZ,1.0,0.0,21.0,PHV,1.0,0.0,20.0,SLT,1.0,16.0,,,,,,,,,,,,,,,,,,,,
2334,30.0,XYZ,1.0,0.0,2015,Anne-Katrine Meland,NOR,29.0,XYZ,1.0,0.0,28.0,XYZ,1.0,0.0,27.0,XYZ,1.0,16.0,,,,,,,,,,,,,,,,,,,,
1856,34.0,XYZ,1.0,0.0,2015,Inge Roggeman,BEL,33.0,XYZ,1.0,0.0,32.0,SLT,1.0,0.0,31.0,SLT,1.0,16.0,,,,,,,,,,,,,,,,,,,,
1866,26.0,XYZ,1.0,0.0,2015,Geerike Schreurs,NED,25.0,XYZ,1.0,0.0,24.0,SLT,1.0,0.0,23.0,SLT,1.0,16.0,,,,,,,,,,,,,,,,,,,,
2335,37.0,XYZ,1.0,0.0,2015,Camilla Sørgjerd,NOR,36.0,XYZ,1.0,100.0,35.0,XYZ,1.0,12.0,34.0,XYZ,1.0,16.0,,,,,,,,,,,,,,,,,,,,
1794,37.0,OPW,1.0,0.0,2015,Janel Holcomb,USA,36.0,OPW,2.0,50.0,35.0,OPW,1.0,185.0,34.0,OPK,1.0,15.0,,,,,,,,,,,,,,,,,,,,
2195,33.0,XYZ,1.0,0.0,2015,Kathryn Donovan,USA,32.0,EXG,1.0,0.0,31.0,NOW,1.0,0.0,30.0,FCS,1.0,15.0,,,,,,,,,,,,,,,,,,,,
2325,31.0,PEP,1.0,14.0,2015,Lindsay Bayer,USA,30.0,COL,1.0,0.0,29.0,COL,1.0,20.0,28.0,XYZ,1.0,15.0,,,,,,,,,,,,,,,,,,,,
1777,35.0,XYZ,1.0,20.0,2015,Daniela Gass,GER,34.0,WET,2.0,15.0,33.0,SQS,1.0,210.0,32.0,NXX,1.0,15.0,,,,,,,,,,,,,,,,,,,,
2284,21.0,XYZ,1.0,0.0,2015,Justine Morinaud,FRA,20.0,XYZ,1.0,0.0,19.0,XYZ,1.0,0.0,18.0,XYZ,1.0,15.0,,,,,,,,,,,,,,,,,,,,
1910,23.0,ISG,2.0,100.0,2015,Anna Trevisi,ITA,22.0,EMF,1.0,150.0,21.0,VAI,1.0,30.0,20.0,VAI,1.0,15.0,,,,,,,,,,,,,,,,,,,,
2311,20.0,LWZ,1.0,0.0,2015,Kaat Van der Meulen,BEL,19.0,KRE,1.0,0.0,18.0,XYZ,1.0,10.0,17.0,XYZ,1.0,15.0,,,,,,,,,,,,,,,,,,,,
2004,33.0,XYZ,1.0,0.0,2015,Anna Lindström,FIN,32.0,XYZ,1.0,0.0,31.0,XYZ,1.0,0.0,30.0,XYZ,1.0,14.0,,,,,,,,,,,,,,,,,,,,
2336,37.0,XYZ,1.0,0.0,2015,Jutta Nieminen,FIN,36.0,XYZ,1.0,0.0,35.0,FLF,1.0,0.0,34.0,XYZ,1.0,14.0,,,,,,,,,,,,,,,,,,,,
1549,34.0,SEF,1.0,0.0,2015,Sari Saarelainen,FIN,33.0,XYZ,1.0,60.0,32.0,MCG,1.0,102.0,31.0,FCL,1.0,14.0,,,,,,,,,,,,,,,,,,,,
2137,27.0,XYZ,1.0,0.0,2015,Silke Kogelman,NED,26.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,24.0,JVA,1.0,10.0,,,,,,,,,,,,,,,,,,,,
2281,25.0,XYZ,1.0,0.0,2015,Aejung Lee,KOR,24.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,22.0,XYZ,1.0,10.0,,,,,,,,,,,,,,,,,,,,
2265,21.0,SWA,1.0,0.0,2015,Ashlynn Van Baarle,NED,20.0,XYZ,1.0,0.0,19.0,FLF,1.0,10.0,18.0,RES,1.0,10.0,,,,,,,,,,,,,,,,,,,,
1924,24.0,LBL,1.0,80.0,2015,Anisha Vekemans,BEL,23.0,LBL,1.0,0.0,22.0,VLL,1.0,0.0,21.0,VLL,1.0,10.0,,,,,,,,,,,,,,,,,,,,
2160,41.0,XYZ,1.0,0.0,2015,Elena Chalykh,AZE,40.0,XYZ,1.0,0.0,39.0,XYZ,1.0,0.0,38.0,DLT,1.0,5.0,,,,,,,,,,,,,,,,,,,,
2280,27.0,XYZ,1.0,0.0,2015,Sutharat Boonsawat,THA,26.0,XYZ,1.0,0.0,25.0,XYZ,1.0,0.0,24.0,XYZ,1.0,5.0,,,,,,,,,,,,,,,,,,,,
1654,31.0,XYZ,1.0,0.0,2015,Grace Verbeke,BEL,30.0,FTZ,2.0,0.0,29.0,CZT,12.0,0.0,28.0,KLT,20.0,0.0,,,,,,,,,,,,,,,,,,,,
1900,27.0,ALE,6.0,16.0,2015,Elena Berlato,ITA,26.0,ALE,1.0,340.0,25.0,TOG,4.0,0.0,24.0,TOG,8.0,0.0,,,,,,,,,,,,,,,,,,,,
1524,24.0,TOG,1.0,0.0,2015,Rossella Callovi,ITA,23.0,FDA,1.0,0.0,22.0,PZC,4.0,0.0,21.0,DPZ,6.0,0.0,,,,,,,,,,,,,,,,,,,,
1897,42.0,PEP,1.0,0.0,2015,Meredith Miller,USA,41.0,XYZ,1.0,0.0,40.0,TIB,1.0,0.0,39.0,TIB,4.0,0.0,,,,,,,,,,,,,,,,,,,,
2181,23.0,AST,14.0,200.0,2015,Hanna Solovey,UKR,22.0,XYZ,12.0,425.0,21.0,XYZ,1.0,300.0,20.0,XYZ,2.0,0.0,,,,,,,,,,,,,,,,,,,,
2200,30.0,WHT,20.0,680.0,2015,Mara Abbott,USA,29.0,UHC,20.0,535.0,28.0,EXG,8.0,1135.0,27.0,ZZZ,10.0,0.0,,,,,,,,,,,,,,,,,,,,
1697,30.0,XYZ,1.0,0.0,2015,Yulia Ilinikh,RUS,29.0,BPD,1.0,100.0,28.0,LKT,1.0,15.0,27.0,LKT,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1537,23.0,UHC,1.0,560.0,2015,Coryn Rivera,USA,22.0,UHC,4.0,50.0,21.0,XYZ,2.0,140.0,20.0,EXG,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1655,29.0,ALE,2.0,435.0,2015,Annalisa Cucinotta,ITA,28.0,SEF,1.0,165.0,27.0,XYZ,1.0,10.0,26.0,KLT,2.0,0.0,,,,,,,,,,,,,,,,,,,,
2180,24.0,XYZ,1.0,0.0,2015,Elizaveta Oshurkova,UKR,23.0,SEF,1.0,0.0,22.0,XYZ,1.0,0.0,21.0,XYZ,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1891,37.0,XYZ,1.0,0.0,2015,Jennifer Purcell,USA,36.0,COL,1.0,0.0,35.0,COL,1.0,0.0,34.0,TIB,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1444,25.0,LTK,1.0,0.0,2015,Mélodie Lesueur,FRA,24.0,LKT,1.0,10.0,23.0,XYZ,1.0,60.0,22.0,BIG,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1776,25.0,XYZ,1.0,0.0,2015,Anna Bianca Schnitzmeier,GER,24.0,WHT,1.0,30.0,23.0,WHT,1.0,0.0,22.0,NXX,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1753,42.0,PEP,1.0,0.0,2015,Christina Gokey-Smith,USA,41.0,XYZ,1.0,0.0,40.0,XYZ,1.0,0.0,39.0,NOW,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1728,25.0,WHT,2.0,105.0,2015,Danielle Rowe (King),GBR,24.0,WHT,2.0,0.0,23.0,WHT,1.0,145.0,22.0,MFP,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2078,27.0,XYZ,1.0,0.0,2015,Ausrine Trebaite,LTU,26.0,XYZ,1.0,100.0,25.0,FCL,1.0,0.0,24.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1491,28.0,LBL,1.0,30.0,2015,Lieselot Decroix,BEL,27.0,LBL,1.0,0.0,26.0,CZT,1.0,0.0,25.0,DLT,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1731,34.0,XYZ,1.0,0.0,2015,Helen Wyman,GBR,33.0,MFP,1.0,0.0,32.0,MFP,1.0,0.0,31.0,MFP,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1440,43.0,XYZ,1.0,0.0,2015,Claire Thomas,GBR,42.0,VPM,1.0,30.0,41.0,XYZ,1.0,0.0,40.0,BCF,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2199,41.0,BMW,1.0,0.0,2015,Liza Rachetto,USA,40.0,VDK,1.0,0.0,39.0,VDK,1.0,0.0,38.0,PWM,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1544,32.0,UHC,1.0,40.0,2015,Lauren Tamayo,USA,31.0,UHC,1.0,40.0,30.0,EXG,1.0,0.0,29.0,EXG,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2153,27.0,UHC,1.0,40.0,2015,Rushlee Buchanan,NZL,26.0,UHC,1.0,40.0,25.0,TIB,1.0,0.0,24.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2169,26.0,XYZ,1.0,0.0,2015,Mirjam Schwager,SUI,25.0,XYZ,1.0,18.0,24.0,XYZ,1.0,0.0,23.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1950,24.0,WHT,4.0,205.0,2015,Annette Edmondson,AUS,23.0,GEW,6.0,60.0,22.0,GEW,2.0,400.0,21.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1741,27.0,TOG,1.0,0.0,2015,Sara Grifi,ITA,26.0,TOG,1.0,0.0,25.0,MCG,1.0,0.0,24.0,MIC,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1696,28.0,SEF,1.0,245.0,2015,Anna Potokina,RUS,27.0,SEF,1.0,10.0,26.0,LKT,1.0,0.0,25.0,LKT,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1999,38.0,XYZ,2.0,0.0,2015,Leire Olaberria,ESP,37.0,XYZ,1.0,100.0,36.0,XYZ,1.0,0.0,35.0,DEB,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1985,24.0,XYZ,1.0,0.0,2015,Michelle Quaade,DEN,23.0,TRY,1.0,0.0,22.0,RYT,1.0,0.0,21.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1969,35.0,XYZ,1.0,0.0,2015,Anna Harkowska,CAN,34.0,GKS,1.0,0.0,33.0,GKS,1.0,0.0,32.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2161,31.0,SEF,2.0,170.0,2015,Elena Kuchinskaya,RUS,30.0,RVL,1.0,110.0,29.0,RVL,1.0,330.0,28.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2150,42.0,XYZ,1.0,0.0,2015,Jeannie Kuhajec,NZL,41.0,VDK,1.0,0.0,40.0,VDK,1.0,0.0,39.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1785,24.0,PEP,1.0,0.0,2015,Courteney Lowe,NZL,23.0,OPW,1.0,0.0,22.0,OPW,1.0,0.0,21.0,OPK,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1879,28.0,OPW,1.0,0.0,2015,Ally Stacher,USA,27.0,SLU,1.0,0.0,26.0,SLU,1.0,0.0,25.0,SLU,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1733,27.0,PIS,1.0,0.0,2015,Joanna Rowsell,GBR,26.0,WHT,1.0,0.0,25.0,WHT,1.0,100.0,24.0,MFP,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1711,33.0,XYZ,1.0,0.0,2015,Madelene Olsson,SWE,32.0,XYZ,1.0,0.0,31.0,AGG,1.0,14.0,30.0,LNL,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2122,28.0,XYZ,1.0,0.0,2015,Lisanne Soemanta,NED,27.0,PHV,1.0,0.0,26.0,PHV,1.0,35.0,25.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1622,29.0,GPC,1.0,0.0,2015,Wan Yiu Jamie Wong,CHN,28.0,GPC,1.0,0.0,27.0,GPC,1.0,0.0,26.0,GPC,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2053,36.0,XYZ,1.0,0.0,2015,Caroline Ryan,IRL,35.0,XYZ,1.0,100.0,34.0,XYZ,1.0,100.0,33.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1586,22.0,XYZ,1.0,0.0,2015,Manon Souyris,FRA,21.0,FUT,1.0,15.0,20.0,FUT,1.0,20.0,19.0,FUT,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2028,24.0,EPI,1.0,0.0,2015,Emma Grant,GBR,23.0,XYZ,1.0,0.0,22.0,MFP,1.0,0.0,21.0,OPK,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2117,27.0,XYZ,1.0,0.0,2015,Kirsten Peetoom,NED,26.0,PHV,1.0,15.0,25.0,XYZ,1.0,80.0,24.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1425,26.0,XYZ,1.0,0.0,2015,Linnea Sjöblom,SWE,25.0,FFT,1.0,0.0,24.0,AGG,1.0,14.0,23.0,AGG,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1572,30.0,XYZ,1.0,0.0,2015,Elena Utrobina,RUS,29.0,XYZ,1.0,50.0,28.0,LKT,1.0,0.0,27.0,FHT,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2010,25.0,LTK,1.0,100.0,2015,Aurore Verhoeven,FRA,24.0,LKT,1.0,5.0,23.0,TPO,1.0,70.0,22.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2201,31.0,COL,1.0,5.0,2015,Mary Zider,USA,30.0,COL,1.0,0.0,29.0,COL,1.0,0.0,28.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1481,22.0,ALE,1.0,0.0,2015,Alice Algisi,ITA,21.0,BPK,1.0,0.0,20.0,BPK,1.0,0.0,19.0,BPK,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2428,27.0,BMW,1.0,0.0,2015,Elle Anderson,USA,26.0,VDK,1.0,0.0,25.0,VDK,1.0,0.0,24.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2376,21.0,ISG,1.0,105.0,2015,Alice Arzuffi,ITA,20.0,BPK,1.0,42.0,19.0,FLF,1.0,0.0,18.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1636,26.0,BCT,1.0,0.0,2015,Emilie Aubry,SUI,25.0,BCT,1.0,0.0,24.0,BCT,1.0,0.0,23.0,GSD,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1587,24.0,XYZ,1.0,0.0,2015,Marion Azam,FRA,23.0,BCF,1.0,0.0,22.0,BCF,1.0,0.0,21.0,FUT,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2384,21.0,MAT,1.0,0.0,2015,Elinor Barker,GBR,20.0,WHT,1.0,0.0,19.0,WHT,1.0,0.0,18.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1508,22.0,UHC,1.0,265.0,2015,Hannah Barnes,GBR,21.0,UHC,2.0,50.0,20.0,MGM,1.0,0.0,19.0,DPD,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1509,34.0,XYZ,1.0,0.0,2015,Jane Barr,GBR,33.0,BCC,1.0,0.0,32.0,BCC,1.0,0.0,31.0,DPD,1.0,0.0,,,,,,,,,,,,,,,,,,,,
2380,22.0,ALE,1.0,16.0,2015,Beatrice Bartelloni,ITA,21.0,WHT,1.0,70.0,20.0,WHT,1.0,0.0,19.0,XYZ,1.0,0.0,,,,,,,,,,,,,,,,,,,,
